Date,VIX Open,VIX High,VIX Low,VIX Close,exa,delta,volatile,open_high,close_high,open_low,close_low,bench_1,bench_2,group_1,up_prev,up_next,ingeneo,prediction_reason_rate,up,tempRate
2020-06-16,34.28,37.45,31.73,33.67,59,-0.6099999999999994,5.720000000000002,3.1700000000000017,3.780000000000001,-2.5500000000000007,-1.9400000000000013,-1.7794632438739773,16.686114352392075,1,25,64,-3,"[{'rate': 0, 'feature': ['exa', 'up_prev']}]",0,50.0
2020-06-15,44.09,44.44,34.28,34.4,25,-9.690000000000005,10.159999999999997,0.3499999999999943,10.04,-9.810000000000002,-0.11999999999999744,-21.977772737582228,23.04377409843501,4,36,59,-3,"[{'rate': 0, 'feature': ['exa', 'up_next']}]",0,50.0
2020-06-12,37.68,44.16,34.97,36.09,36,-1.5899999999999963,9.189999999999998,6.479999999999997,8.069999999999993,-2.710000000000001,-1.1200000000000045,-4.219745222929927,24.389596602972393,0,48,25,-3,"[{'rate': 0, 'feature': ['exa', 'up_prev']}, {'rate': 0, 'feature': ['exa', 'up_next']}]",0,50.0
2020-06-11,30.45,42.58,29.49,40.79,48,10.34,13.09,12.129999999999999,1.7899999999999991,-0.9600000000000009,-11.3,33.95730706075534,42.98850574712644,0,34,36,0,[],1,50.0
2020-06-10,26.73,29.01,26.06,27.57,34,0.8399999999999999,2.950000000000003,2.280000000000001,1.4400000000000013,-0.6700000000000017,-1.5100000000000016,3.1425364758698087,11.036288814066603,0,36,48,3,"[{'rate': 100.0, 'feature': ['exa', 'up_prev']}]",1,50.0
2020-06-09,25.93,27.7,25.71,27.57,36,1.6400000000000006,1.9899999999999984,1.7699999999999996,0.129999999999999,-0.21999999999999886,-1.8599999999999994,6.324720401079833,7.6745082915541785,0,62,34,3,"[{'rate': 100.0, 'feature': ['exa', 'up_prev']}]",1,50.0
2020-06-08,25.56,25.98,24.65,25.81,62,0.25,1.3300000000000018,0.4200000000000017,0.1700000000000017,-0.9100000000000001,-1.1600000000000001,0.9780907668231612,5.203442879499225,1,6,36,3,"[{'rate': 100.0, 'feature': ['exa', 'up_prev']}, {'rate': 100.0, 'feature': ['up_next', 'up_prev']}]",1,50.0
2020-06-05,24.79,25.09,23.54,24.52,6,-0.2699999999999996,1.5500000000000007,0.3000000000000007,0.5700000000000003,-1.25,-0.9800000000000004,-1.0891488503428783,6.252521177894316,0,49,62,-3,"[{'rate': 0, 'feature': ['exa', 'up_next']}]",0,50.0
2020-06-04,26.23,26.43,24.38,25.81,49,-0.4200000000000017,2.0500000000000007,0.1999999999999993,0.620000000000001,-1.8500000000000014,-1.4299999999999997,-1.6012199771254354,7.815478459778882,2,10,6,-3,"[{'rate': 0, 'feature': ['exa', 'up_prev']}]",0,50.0
2020-06-03,26.75,26.98,25.04,25.66,10,-1.0899999999999999,1.9400000000000013,0.23000000000000043,1.3200000000000003,-1.7100000000000009,-0.620000000000001,-4.074766355140187,7.252336448598136,0,61,49,-3,"[{'rate': 25.0, 'feature': ['exa', 'up_prev']}, {'rate': 0, 'feature': ['exa', 'up_next']}]",0,50.0
2020-06-02,28.4,28.52,26.66,26.84,61,-1.5599999999999987,1.8599999999999994,0.120000000000001,1.6799999999999997,-1.7399999999999984,-0.17999999999999972,-5.492957746478869,6.549295774647885,1,21,10,-2,"[{'rate': 25.0, 'feature': ['exa', 'up_next']}]",0,50.0
2020-06-01,28.94,30.6,28.11,28.23,21,-0.7100000000000009,2.490000000000002,1.6600000000000001,2.370000000000001,-0.8300000000000018,-0.120000000000001,-2.4533517622667618,8.604008293020048,5,28,61,-3,"[{'rate': 0, 'feature': ['exa', 'up_prev']}]",0,50.0
2020-05-29,29.3,30.16,27.29,27.51,28,-1.7899999999999991,2.870000000000001,0.8599999999999994,2.6499999999999986,-2.0100000000000016,-0.22000000000000242,-6.109215017064843,9.795221843003416,4,49,21,-2,"[{'rate': 0, 'feature': ['exa', 'up_next']}, {'rate': 25.0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-05-28,27.82,29.89,27.43,28.59,49,0.7699999999999996,2.460000000000001,2.0700000000000003,1.3000000000000007,-0.39000000000000057,-1.1600000000000001,2.767792954708841,8.842559309849033,2,50,28,1,"[{'rate': 75.0, 'feature': ['exa', 'up_next']}]",1,50.0
2020-05-27,27.62,30.53,25.92,27.62,50,0.0,4.609999999999999,2.91,2.91,-1.6999999999999993,-1.6999999999999993,0.0,16.690803765387397,0,62,49,1,"[{'rate': 75.0, 'feature': ['exa', 'up_prev']}, {'rate': 20.0, 'feature': ['exa', 'up_next']}, {'rate': 0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-05-26,27.72,28.58,27.18,28.01,62,0.2900000000000027,1.3999999999999986,0.8599999999999994,0.5699999999999967,-0.5399999999999991,-0.8300000000000018,1.0461760461760559,5.050505050505046,1,16,50,0,[],1,50.0
2020-05-22,31.36,31.55,28.03,28.16,16,-3.1999999999999993,3.5199999999999996,0.19000000000000128,3.3900000000000006,-3.3299999999999983,-0.129999999999999,-10.20408163265306,11.224489795918366,0,62,62,-3,"[{'rate': 25.0, 'feature': ['exa', 'up_prev']}, {'rate': 0, 'feature': ['exa', 'up_next']}]",0,50.0
2020-05-21,28.97,30.2,27.67,29.53,62,0.5600000000000023,2.5299999999999976,1.2300000000000004,0.6699999999999982,-1.2999999999999972,-1.8599999999999994,1.933034173282714,8.733172247152218,1,49,16,0,[],1,50.0
2020-05-20,29.52,29.83,27.83,27.99,49,-1.5300000000000011,2.0,0.3099999999999987,1.8399999999999999,-1.6900000000000013,-0.16000000000000014,-5.182926829268297,6.775067750677508,2,4,62,-3,"[{'rate': 0, 'feature': ['exa', 'up_prev']}]",0,50.0
2020-05-19,28.73,30.74,28.37,30.53,4,1.8000000000000007,2.3699999999999974,2.009999999999998,0.2099999999999973,-0.35999999999999943,-2.16,6.265227984685001,8.249216846501906,0,63,49,0,[],1,50.0
2020-05-18,30.71,31.08,28.35,29.3,63,-1.4100000000000001,2.729999999999997,0.36999999999999744,1.7799999999999976,-2.3599999999999994,-0.9499999999999993,-4.591338326278086,8.889612504070325,1,41,4,0,[],0,50.0
2020-05-15,32.5,35.13,31.04,31.89,41,-0.6099999999999994,4.090000000000003,2.6300000000000026,3.240000000000002,-1.4600000000000009,-0.8500000000000014,-1.8769230769230754,12.584615384615393,3,59,63,-3,"[{'rate': 0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-05-14,35.16,39.28,32.33,32.61,59,-2.549999999999997,6.950000000000003,4.1200000000000045,6.670000000000002,-2.8299999999999983,-0.28000000000000114,-7.25255972696245,19.766780432309453,1,12,41,-3,"[{'rate': 0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-05-13,32.74,37.42,30.77,35.28,12,2.539999999999999,6.650000000000002,4.68,2.1400000000000006,-1.9700000000000024,-4.510000000000002,7.75809407452657,20.31154551007942,0,43,59,3,"[{'rate': 100.0, 'feature': ['up_next', 'up_prev']}]",1,50.0
2020-05-12,28.47,33.04,26.0,33.04,43,4.57,7.039999999999999,4.57,0.0,-2.469999999999999,-7.039999999999999,16.05198454513523,24.727783631893217,2,44,12,0,[],1,50.0
2020-05-11,28.46,31.46,26.97,27.57,44,-0.8900000000000006,4.490000000000002,3.0,3.8900000000000006,-1.490000000000002,-0.6000000000000014,-3.1271960646521455,15.776528460997898,0,10,43,-3,"[{'rate': 0, 'feature': ['exa', 'up_next']}]",0,50.0
2020-05-08,30.14,30.39,27.89,27.98,10,-2.16,2.5,0.25,2.41,-2.25,-0.08999999999999986,-7.166556071665561,8.29462508294625,0,55,44,0,[],0,50.0
2020-05-07,32.12,32.28,30.37,31.44,55,-0.6799999999999962,1.9100000000000001,0.1600000000000037,0.8399999999999999,-1.7499999999999964,-1.0700000000000003,-2.1170610211705987,5.946450809464509,1,2,10,0,[],0,50.0
2020-05-06,32.69,35.69,31.68,34.12,2,1.4299999999999997,4.009999999999998,3.0,1.5700000000000003,-1.009999999999998,-2.4399999999999977,4.374426430100948,12.266748241052303,9,27,55,0,[],1,50.0
2020-05-05,34.82,36.22,31.95,33.61,27,-1.2100000000000009,4.27,1.3999999999999986,2.6099999999999994,-2.870000000000001,-1.6600000000000001,-3.475014359563472,12.263067202757034,4,35,2,-3,"[{'rate': 0, 'feature': ['exa', 'up_next']}]",0,50.0
2020-05-04,39.13,40.32,35.53,35.97,35,-3.1600000000000037,4.789999999999999,1.1899999999999977,4.350000000000001,-3.6000000000000014,-0.4399999999999977,-8.075645284947619,12.241247124968051,3,21,27,0,[],0,50.0
2020-05-01,38.17,39.57,36.59,37.19,21,-0.980000000000004,2.979999999999997,1.3999999999999986,2.3800000000000026,-1.5799999999999983,-0.5999999999999943,-2.5674613570867275,7.807178412365724,5,58,35,-3,"[{'rate': 0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-04-30,30.99,35.94,30.93,34.15,58,3.16,5.009999999999998,4.949999999999999,1.7899999999999991,-0.05999999999999872,-3.219999999999999,10.196837689577285,16.166505324298157,0,26,21,0,[],1,50.0
2020-04-29,32.48,33.19,30.71,31.23,26,-1.2499999999999964,2.479999999999997,0.7100000000000009,1.9599999999999973,-1.769999999999996,-0.5199999999999996,-3.8485221674876744,7.635467980295557,0,5,58,-3,"[{'rate': 0, 'feature': ['exa', 'up_prev']}]",0,50.0
2020-04-28,33.21,35.39,30.54,33.57,5,0.35999999999999943,4.850000000000001,2.1799999999999997,1.8200000000000003,-2.6700000000000017,-3.030000000000001,1.0840108401083994,14.604034929238185,9,44,26,0,[],1,50.0
2020-04-27,36.29,36.44,32.51,33.29,44,-3.0,3.9299999999999997,0.14999999999999858,3.1499999999999986,-3.780000000000001,-0.7800000000000011,-8.266740148801324,10.829429594929731,0,46,5,0,[],0,50.0
2020-04-24,41.91,42.08,35.6,35.93,46,-5.979999999999997,6.479999999999997,0.1700000000000017,6.149999999999999,-6.309999999999995,-0.3299999999999983,-14.26867096158434,15.461703650680022,0,18,44,-3,"[{'rate': 0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-04-23,41.3,42.47,39.06,41.38,18,0.0800000000000054,3.4099999999999966,1.1700000000000017,1.0899999999999963,-2.239999999999995,-2.3200000000000003,0.1937046004842746,8.256658595641639,0,40,46,0,[],1,50.0
2020-04-22,44.91,45.07,41.41,41.98,40,-2.9299999999999997,3.6600000000000037,0.1600000000000037,3.0900000000000034,-3.5,-0.5700000000000003,-6.5241594299710535,8.149632598530403,0,15,18,-3,"[{'rate': 0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-04-21,44.28,47.77,43.77,45.41,15,1.1299999999999955,4.0,3.490000000000002,2.3600000000000065,-0.509999999999998,-1.6399999999999935,2.5519421860885174,9.033423667570009,5,33,40,3,"[{'rate': 75.0, 'feature': ['exa', 'up_prev']}, {'rate': 100.0, 'feature': ['up_next', 'up_prev']}]",1,50.0
2020-04-20,40.68,43.83,39.88,43.83,33,3.1499999999999986,3.9499999999999957,3.1499999999999986,0.0,-0.7999999999999972,-3.9499999999999957,7.743362831858404,9.70993117010815,3,52,15,1,"[{'rate': 75.0, 'feature': ['exa', 'up_next']}]",1,50.0
2020-04-17,39.5,40.26,37.63,38.15,52,-1.3500000000000014,2.6299999999999955,0.759999999999998,2.1099999999999994,-1.8699999999999974,-0.519999999999996,-3.4177215189873453,6.658227848101254,0,9,33,-3,"[{'rate': 25.0, 'feature': ['exa', 'up_prev']}, {'rate': 0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-04-16,41.92,43.02,39.87,40.11,9,-1.8100000000000023,3.1500000000000057,1.1000000000000014,2.9100000000000037,-2.0500000000000043,-0.240000000000002,-4.317748091603059,7.51431297709925,9,14,52,-3,"[{'rate': 25.0, 'feature': ['exa', 'up_next']}, {'rate': 0, 'feature': ['up_next', 'up_prev']}]",0,50.0
2020-04-15,39.4,43.23,39.34,40.84,14,1.4400000000000048,3.8899999999999935,3.8299999999999983,2.3899999999999935,-0.05999999999999517,-1.5,3.6548223350253926,9.87309644670049,0,34,9,0,[],1,50.0
2020-04-14,40.24,40.57,37.31,37.76,34,-2.480000000000004,3.259999999999998,0.3299999999999983,2.8100000000000023,-2.9299999999999997,-0.44999999999999574,-6.163021868787285,8.101391650099398,0,46,14,0,[],0,50.0
